Sponginess,Wonder level,Crunchiness,Loudness on impact,Meme creativity,Soap slipperiness,Hype root
9.444419823,5.892020044,16.12094034,2.298120009,3.831959951,18.28226042,7.253219934
5.804040089,5.892020044,12.45234028,3.890060093,3.073339922,20.38548075,8.196100063
5.297739978,6.225680003,11.56257986,3.358860006,2.92061991,20.61787973,7.960379734
5.702779908,5.224700127,11.11769965,3.06503993,3.02188009,20.15141951,7.075600142
5.247940025,5.78080019,11.78502036,3.123140073,2.97207994,20.15141951,7.371080098
3.730699968,2.000979975,3.778840041,0.882139996,2.062399976,10.69274037,1
5.702779908,7.22665988,12.11867992,4.185540049,3.224400055,19.91735985,7.960379734
5.399000158,5.892020044,12.34111963,3.714099984,3.123140073,18.63251957,7.075600142
5.448800111,5.447139835,12.00746007,3.182900095,3.123140073,19.45089962,7.429179845
5.34753993,6.781780066,12.22989978,4.185540049,2.92061991,20.7357399,7.902279987
5.853840041,7.115440025,14.34308018,3.24100004,3.275860085,23.07135921,8.373719854
6.360140152,6.670559816,14.78795959,4.243639994,3.275860085,24.93885921,8.963019886
6.461399937,6.336899858,13.89819997,3.418620028,3.224400055,24.12213984,7.784419823
5.905299873,5.224700127,11.78502036,2.415979975,2.92061991,21.90272001,6.662260022
5.500259943,5.892020044,11.2289203,2.415979975,2.719760022,22.48704041,6.722020044
5.247940025,5.66957994,11.2289203,2.769559975,2.92061991,23.42161995,7.429179845
4.94415988,4.1125,10.33915988,2.356219953,2.769559975,21.90272001,5.601520123
5.146679845,5.335919981,9.894279671,2.415979975,3.577979956,22.37083933,5.128419981
6.004900174,4.779819918,10.11672017,2.062399976,2.97207994,21.78652052,5.483659959
5.601520123,5.113479877,11.0064798,3.06503993,3.02188009,22.01891951,5.955099826
5.247940025,5.892020044,11.11769965,3.358860006,3.476719973,23.88808018,6.368439946
5.247940025,6.336899858,10.33915988,3.596240017,2.97207994,25.28911995,5.777480035
5.399000158,4.668600063,10.33915988,2.474080019,2.92061991,25.40698011,5.837240057
5.297739978,6.114460149,9.449400253,3.596240017,2.769559975,25.63938068,5.895339804
5.448800111,6.225680003,11.0064798,3.596240017,3.377120068,26.1075,5.895339804
5.34753993,6.225680003,9.894279671,3.06503993,2.821020005,25.05506029,5.719379892
4.336599984,6.003239899,11.11769965,4.00792006,2.870819957,24.47240057,7.547040009
4.892700047,6.892999921,12.45234028,3.831959951,2.668299992,25.05506029,8.078239899
5.247940025,6.781780066,10.78404009,3.182900095,2.668299992,24.00427967,6.957739978
5.34753993,6.781780066,12.22989978,4.125780027,2.92061991,22.72110006,7.960379734
5.247940025,6.892999921,13.56453961,4.42126018,2.97207994,23.07135921,9.080880051
4.94415988,6.670559816,11.89624022,5.36580019,2.61850004,24.58860006,8.66919981
4.388059816,7.671540089,13.89819997,5.837240057,2.364520044,24.00427967,10.73257986
