Sponginess,Wonder level,Crunchiness,Loudness on impact,Meme creativity,Soap slipperiness,Hype root
4.791439867,4.334940104,18.1228993,2.651700008,1.607559994,1.934580039,14.38955997
4.842900095,2.779520044,15.56484028,2.769559975,1.607559994,2.40103997,11.32353977
4.791439867,4.779819918,18.67899937,2.356219953,1.607559994,2.284839982,14.03598027
4.791439867,5.113479877,19.12388037,3.890060093,1.607559994,2.869160078,15.51171938
4.791439867,5.002260022,19.01265972,2.947179964,1.607559994,2.869160078,15.98316004
4.791439867,4.557379813,18.23411995,2.356219953,1.607559994,2.751299913,13.32882008
4.842900095,2.668299992,14.89751957,1.353579999,1.607559994,2.518900036,11.20567961
4.791439867,5.113479877,19.56875978,2.947179964,1.556100014,2.40103997,15.33410038
4.791439867,4.891040168,19.45754072,2.356219953,1.607559994,2.518900036,14.68504072
4.94415988,3.669280066,18.45655966,2.533840041,1.657359996,2.518900036,14.44932039
4.94415988,4.891040168,18.67899937,2.415979975,1.707159998,2.284839982,14.38955997
4.94415988,4.001279948,17.78924053,2.238359987,1.707159998,2.635100024,13.80025994
4.94415988,4.891040168,19.45754072,3.182900095,1.707159998,2.751299913,15.09838005
5.095220013,3.669280066,19.12388037,2.71146003,1.758619979,2.869160078,15.33410038
5.04542006,3.33561991,16.67704041,1.884779987,1.707159998,3.219420021,12.56190025
5.34753993,3.33561991,17.45558018,2.415979975,1.758619979,3.451819997,13.68239978
5.297739978,3.224400055,16.89948011,1.295480005,1.707159998,3.451819997,12.14856013
5.399000158,3.224400055,17.45558018,2.062399976,1.707159998,2.284839982,13.62264015
5.601520123,4.334940104,19.34632008,2.474080019,1.707159998,2.050780027,13.7421602
5.853840041,4.779819918,20.23608049,3.005279908,1.758619979,2.518900036,14.98051989
6.258879972,4.668600063,21.12418024,2.533840041,1.859880011,2.284839982,15.21624022
6.864779987,4.446159959,20.67929924,2.062399976,1.961139994,2.050780027,15.09838005
7.269819918,5.113479877,24.34955997,2.887419941,1.909679964,1,17.98844034
7.724660196,5.558360085,25.57298075,3.06503993,1.961139994,2.050780027,18.99108049
7.573600063,5.558360085,25.01688068,3.831959951,1.961139994,2.284839982,18.57773958
7.522139835,5.558360085,26.23864079,3.772199929,1.961139994,2.050780027,19.75800032
7.522139835,6.225680003,25.23932039,4.42126018,1.961139994,2.985359967,17.81081976
7.875720329,5.224700127,23.01492014,3.182900095,2.062399976,3.101560054,16.21888037
7.674859848,4.446159959,23.79345991,3.772199929,1.961139994,3.219420021,16.4546007
7.573600063,4.557379813,22.68125978,2.651700008,1.961139994,2.518900036,16.4546007
7.472339883,5.66957994,23.12614079,2.947179964,1.961139994,2.518900036,16.51435953
7.623400016,4.891040168,22.45882008,3.005279908,1.961139994,2.40103997,15.98316004
7.724660196,5.66957994,22.57004072,2.71146003,1.961139994,2.166980015,16.04125978
8.230959911,4.446159959,23.45979956,2.415979975,2.112200028,1.816720023,15.92339962
8.938120108,6.559339962,25.68419981,3.418620028,2.21346001,2.284839982,17.75272001
8.888319759,5.892020044,25.01688068,3.123140073,2.21346001,2.050780027,16.21888037
9.190440025,6.559339962,25.4617601,3.24100004,2.21346001,2.284839982,16.86794003
8.938120108,5.002260022,23.90468056,2.769559975,2.21346001,1,16.4546007
8.382020044,5.224700127,22.90369949,2.533840041,2.163659959,1,15.27433996
8.230959911,5.335919981,22.12515972,3.123140073,2.112200028,1,13.50477999
7.875720329,5.113479877,20.45685953,3.123140073,2.112200028,1.816720023,14.33146023
7.927179766,5.224700127,18.67899937,2.474080019,2.163659959,1,12.03069997
8.28076026,5.224700127,19.34632008,2.651700008,2.364520044,1.700519985,11.67712027
8.129700127,5.224700127,19.01265972,2.533840041,2.263259963,2.985359967,12.20831976
8.078239899,3.778840041,16.89948011,2.415979975,2.314719993,2.869160078,10.02541966
7.976980114,5.002260022,15.78727999,2.947179964,2.263259963,2.40103997,7.960379734
7.927179766,5.335919981,17.34435953,2.591939986,2.415979975,2.635100024,10.20138037
7.927179766,5.66957994,17.90045959,2.947179964,2.364520044,3.33561991,10.73257986
7.927179766,5.224700127,14.89751957,3.358860006,2.364520044,3.451819997,7.724660196
7.825919981,4.891040168,16.56581976,3.06503993,2.364520044,2.869160078,9.612080336
7.623400016,5.78080019,17.12191982,3.123140073,2.263259963,3.685880051,10.26113999
7.976980114,5.447139835,18.1228993,3.476719973,2.415979975,3.919939907,10.96830019
8.028440342,4.779819918,17.78924053,2.71146003,2.465780027,3.80207994,11.08616035
8.129700127,4.779819918,18.45655966,2.591939986,2.364520044,3.685880051,12.03069997
8.382020044,5.113479877,19.67998043,2.298120009,2.415979975,3.451819997,12.32617992
8.634339962,4.557379813,20.45685953,2.180260042,2.415979975,3.685880051,12.62
8.735599747,4.779819918,21.6802803,2.533840041,2.415979975,3.685880051,13.91812011
9.039379892,4.668600063,23.23735985,2.356219953,2.364520044,2.985359967,14.92075947
9.190440025,4.446159959,23.68223927,2.180260042,2.364520044,4.152340081,15.56982071
9.595479956,4.557379813,24.57199968,2.002639954,2.415979975,4.386399937,16.15911995
9.545679607,4.891040168,25.01688068,2.238359987,2.415979975,4.270200047,16.6322197
9.69673974,4.668600063,25.12809975,1.825020015,2.415979975,4.73665988,16.51435953
9.69673974,4.334940104,25.68419981,1.825020015,2.364520044,4.970719934,17.10366035
9.798000317,4.891040168,26.46108049,1.944540009,2.415979975,4.270200047,17.87058018
9.746540089,4.779819918,27.68450127,1.884779987,2.263259963,3.919939907,18.57773958
10.20304025,5.002260022,28.46304104,2.062399976,2.21346001,3.685880051,19.3446594
10.2528398,5.113479877,29.57524117,2.238359987,2.21346001,3.451819997,20.17133965
10.20304025,5.113479877,29.68646023,2.298120009,2.112200028,3.569679964,20.52492014
10.2528398,4.891040168,29.57524117,2.238359987,2.112200028,3.451819997,20.22943939
10.00051989,5.224700127,29.46401894,2.298120009,2.112200028,3.80207994,20.40705997
10.10177967,5.224700127,29.01913952,2.238359987,2.112200028,3.80207994,20.05347948
9.949059658,4.891040168,28.35181881,2.180260042,2.112200028,4.036139994,19.58204041
9.69673974,4.891040168,28.24059975,2.180260042,2.163659959,3.569679964,19.46251957
9.29169981,5.558360085,26.6835202,2.71146003,2.062399976,4.152340081,18.51963984
9.039379892,5.447139835,26.34985985,2.829319997,2.010940045,3.80207994,18.34201925
8.584539614,5.002260022,25.23932039,2.769559975,2.010940045,3.80207994,17.69295959
8.230959911,5.113479877,24.90566004,3.24100004,1.909679964,3.685880051,17.57509943
8.028440342,7.22665988,27.01718056,5.188180003,1.909679964,3.569679964,20.05347948
7.776119633,8.672520361,27.23962027,5.423899937,1.961139994,3.685880051,19.58204041
7.522139835,8.561299715,25.90663952,5.895339804,1.909679964,3.451819997,19.69990057
7.371080098,5.002260022,24.90566004,3.418620028,1.909679964,3.80207994,19.10894066
7.11876018,8.005199652,28.90792046,5.719379892,1.859880011,3.451819997,22.53020044
6.713719854,8.116420298,28.90792046,5.010559816,1.808419981,3.685880051,22.17661995
6.763519807,8.116420298,27.01718056,5.247940025,1.909679964,3.569679964,22.17661995
6.511199889,6.114460149,24.34955997,3.596240017,1.859880011,4.152340081,18.99108049
6.308679924,7.449099984,25.57298075,5.188180003,1.859880011,3.80207994,20.22943939
6.056360006,6.892999921,23.68223927,3.714099984,1.859880011,3.80207994,18.6375
6.004900174,6.336899858,23.90468056,4.834599905,1.859880011,3.451819997,19.52227999
5.905299873,6.559339962,24.68322033,4.303400016,1.808419981,4.036139994,19.75800032
5.752579861,6.448120108,24.79443939,5.010559816,1.859880011,3.33561991,20.58468056
5.550059896,7.004220171,22.90369949,5.188180003,1.859880011,3.219420021,18.40177967
5.500259943,5.558360085,22.57004072,3.476719973,1.758619979,3.569679964,17.9303406
5.34753993,6.003239899,23.34858049,4.42126018,1.707159998,3.219420021,19.05083933
5.297739978,7.004220171,23.01492014,5.070319839,1.657359996,3.33561991,19.58204041
5.34753993,4.779819918,20.45685953,3.24100004,1.707159998,3.685880051,16.27864079
5.095220013,6.003239899,23.79345991,5.483659959,1.607559994,3.451819997,19.75800032
5.146679845,6.003239899,22.79248043,5.070319839,1.607559994,3.685880051,18.75536016
5.196480193,5.892020044,21.79149937,4.00792006,1.707159998,3.80207994,17.28127935
5.146679845,5.892020044,21.79149937,4.243639994,1.707159998,3.33561991,17.51699968
5.146679845,6.225680003,22.01394066,4.656980114,1.758619979,2.869160078,17.81081976
4.94415988,5.892020044,22.45882008,4.303400016,1.707159998,2.751299913,18.40177967
5.196480193,6.448120108,21.56905966,4.303400016,1.758619979,3.219420021,17.28127935
5.095220013,5.558360085,22.12515972,4.243639994,1.707159998,3.101560054,18.10630051
5.095220013,5.113479877,21.6802803,3.772199929,1.707159998,3.101560054,17.9303406
5.095220013,6.559339962,21.79149937,4.539119949,1.758619979,3.101560054,18.40177967
5.146679845,6.781780066,23.34858049,4.481019807,1.758619979,3.451819997,18.57773958
5.146679845,6.892999921,23.34858049,4.834599905,1.808419981,3.219420021,18.75536016
5.196480193,5.113479877,22.01394066,4.067680082,1.808419981,2.751299913,17.39913952
5.247940025,5.892020044,23.68223927,5.247940025,1.758619979,2.635100024,18.6375
5.34753993,5.335919981,23.68223927,4.303400016,1.758619979,2.635100024,18.51963984
5.247940025,5.558360085,21.34661995,4.716740136,1.758619979,2.635100024,17.33938068
5.550059896,5.447139835,21.01295959,3.06503993,1.758619979,2.751299913,16.21888037
5.500259943,4.334940104,20.79051989,2.829319997,1.758619979,2.751299913,16.1010202
5.550059896,4.223720052,20.45685953,2.887419941,1.758619979,3.33561991,16.04125978
5.905299873,4.779819918,20.12485985,6.190820155,1.758619979,3.101560054,15.56982071
6.106159959,4.891040168,23.34858049,3.418620028,1.758619979,2.40103997,18.22416067
6.662260022,6.448120108,23.68223927,3.949819918,1.808419981,2.635100024,18.28391951
7.269819918,5.335919981,26.57229956,4.303400016,1.909679964,2.284839982,19.58204041
7.522139835,7.004220171,27.35083933,3.596240017,1.909679964,2.284839982,20.11157923
7.875720329,7.449099984,28.79670139,3.949819918,1.909679964,2.40103997,21.05611963
7.927179766,7.560319839,28.24059975,4.774839883,1.961139994,2.518900036,21.46946054
7.976980114,7.671540089,27.46205997,4.125780027,2.010940045,2.751299913,20.22943939
7.927179766,7.449099984,25.79542046,4.892700047,2.010940045,3.33561991,19.64014015
7.875720329,6.670559816,25.35053946,3.536479995,2.010940045,2.635100024,18.57773958
8.028440342,4.223720052,22.12515972,3.123140073,2.112200028,3.80207994,15.56982071
7.875720329,4.891040168,20.34729956,2.829319997,2.062399976,4.270200047,13.80025994
7.927179766,5.892020044,21.56905966,3.476719973,2.112200028,4.270200047,14.74479956
7.776119633,4.446159959,19.01265972,2.769559975,2.112200028,4.270200047,11.9128398
7.927179766,5.558360085,19.23509943,2.591939986,2.112200028,4.502599826,11.20567961
7.976980114,4.779819918,17.90045959,2.591939986,2.062399976,4.73665988,10.6147197
8.230959911,5.66957994,18.23411995,2.947179964,2.112200028,5.086919823,11.02805982
8.634339962,5.447139835,17.56679924,2.356219953,2.163659959,4.852860165,8.904920139
8.584539614,4.1125,15.56484028,2.651700008,2.163659959,4.970719934,8.196100063
8.332219696,4.001279948,13.89819997,2.356219953,2.263259963,5.67123982,6.308679924
7.875720329,3.446839962,11.11769965,2.002639954,2.062399976,5.905299873,4.185540049
7.472339883,3.778840041,7.560319839,2.002639954,2.062399976,5.67123982,0.468800012
