Sponginess,Wonder level,Crunchiness,Loudness on impact,Meme creativity,Soap slipperiness,Hype root
7.976980114,4.334940104,10.67282023,1.766920021,3.224400055,51.68146023,3.654339962
8.078239899,4.446159959,10.56160038,1.707159998,3.325660038,51.56359848,3.476719973
8.028440342,4.223720052,10.56160038,1.649060004,3.174599905,50.86308018,3.476719973
8.028440342,4.223720052,10.56160038,1.707159998,3.174599905,45.84158081,3.476719973
7.875720329,4.446159959,10.45037973,1.707159998,3.275860085,47.12642109,3.476719973
7.825919981,4.223720052,10.11672017,1.649060004,3.123140073,47.01021843,3.418620028
7.522139835,4.1125,9.894279671,1.589299982,3.224400055,46.89235985,3.24100004
7.31961987,4.001279948,9.560620108,1.531199988,3.123140073,45.95943939,3.24100004
7.269819918,3.890060093,9.560620108,1.589299982,3.02188009,47.12642109,3.123140073
7.269819918,4.001279948,9.560620108,1.707159998,2.97207994,46.65996086,3.24100004
7.269819918,4.001279948,9.560620108,1.649060004,3.073339922,47.24262058,3.182900095
7.31961987,4.223720052,9.560620108,1.707159998,3.123140073,45.84158081,3.24100004
7.31961987,4.223720052,9.449400253,1.649060004,3.123140073,42.57304104,3.123140073
7.31961987,4.334940104,9.671839962,1.884779987,3.073339922,41.75466099,3.418620028
7.269819918,4.001279948,9.783059816,1.707159998,3.02188009,40.11955997,3.418620028
7.31961987,4.223720052,9.894279671,1.766920021,3.174599905,36.73315845,3.476719973
7.420880051,4.223720052,9.894279671,1.766920021,3.123140073,37.43367992,3.476719973
7.522139835,4.334940104,10.11672017,1.766920021,3.224400055,36.61695896,3.476719973
7.522139835,4.223720052,10.11672017,1.707159998,3.224400055,38.8347197,3.476719973
7.623400016,4.446159959,10.11672017,1.825020015,3.174599905,35.91644066,3.476719973
7.724660196,4.557379813,10.33915988,1.884779987,3.275860085,36.14883965,3.536479995
8.028440342,4.891040168,10.89525994,2.002639954,3.476719973,35.56617992,3.772199929
8.179499683,5.002260022,11.2289203,2.002639954,3.528180003,36.14883965,3.949819918
8.735599747,5.113479877,12.00746007,2.238359987,3.780499921,36.14883965,4.303400016
9.343160038,5.892020044,12.8972197,2.298120009,4.084280066,38.8347197,4.539119949
9.847799873,6.336899858,13.45331976,2.474080019,4.286800032,40.58767929,4.716740136
9.746540089,6.559339962,13.78698011,2.71146003,4.185540049,41.40440025,5.128419981
9.392960386,6.225680003,13.34209991,2.591939986,4.134080019,39.41903851,4.834599905
9.444419823,6.448120108,13.34209991,2.71146003,4.691839962,39.41903851,4.834599905
9.847799873,6.448120108,13.67576026,2.769559975,4.437860165,40.46982071,4.774839883
9.746540089,6.670559816,13.67576026,2.829319997,4.185540049,40.58767929,4.834599905
9.69673974,6.448120108,13.56453961,2.769559975,4.185540049,40.82008144,4.834599905
5.905299873,6.003239899,10.22794003,2.947179964,3.377120068,36.9672197,5.070319839
5.651320076,5.78080019,9.671839962,2.947179964,3.325660038,37.66774117,4.95246007
5.702779908,5.66957994,9.560620108,2.947179964,3.377120068,38.13420139,4.834599905
5.550059896,5.002260022,9.449400253,2.474080019,3.426920021,28.20906124,4.00792006
5.448800111,5.224700127,8.561299715,2.356219953,3.275860085,29.96035858,4.185540049
5.500259943,4.891040168,8.561299715,2.298120009,3.325660038,30.42681881,3.949819918
5.651320076,5.224700127,8.783740215,2.415979975,3.426920021,31.71165909,4.125780027
5.651320076,5.002260022,8.783740215,2.474080019,3.275860085,32.99649937,4.185540049
5.905299873,5.224700127,9.228619633,2.415979975,3.476719973,34.16514015,4.303400016
6.207420139,5.447139835,10.00550032,2.474080019,3.577979956,31.71165909,4.656980114
6.409940104,5.447139835,10.11672017,2.415979975,3.577979956,31.82952084,4.598879972
6.662260022,5.558360085,10.78404009,2.591939986,3.577979956,33.23056061,4.95246007
6.713719854,5.224700127,10.56160038,2.415979975,3.476719973,34.39753914,4.656980114
6.560999842,5.558360085,10.33915988,2.415979975,3.679239938,33.81487942,4.598879972
6.258879972,4.557379813,8.116420298,1.707159998,3.730699968,33.81487942,2.887419941
6.157620187,5.002260022,8.116420298,1.707159998,3.629439986,34.74779987,3.596240017
5.702779908,5.224700127,8.783740215,2.415979975,3.528180003,32.88029987,4.00792006
5.550059896,5.335919981,8.783740215,2.474080019,3.577979956,30.42681881,4.185540049
5.752579861,5.447139835,8.783740215,2.415979975,3.629439986,31.94572033,4.125780027
5.804040089,5.447139835,8.783740215,2.415979975,3.730699968,31.71165909,4.125780027
6.157620187,5.447139835,8.783740215,3.06503993,3.679239938,31.82952084,3.949819918
5.955099826,5.892020044,9.449400253,2.947179964,3.730699968,33.69702084,4.539119949
5.702779908,6.003239899,9.560620108,3.06503993,3.679239938,33.46295959,4.834599905
5.500259943,6.114460149,9.560620108,3.123140073,3.528180003,33.93107891,4.95246007
5.247940025,5.892020044,9.449400253,3.24100004,3.377120068,33.46295959,5.070319839
5.196480193,6.114460149,9.671839962,3.418620028,3.377120068,33.23056061,5.36580019
5.095220013,6.114460149,9.338179607,3.24100004,3.831959951,32.76244129,5.188180003
5.399000158,6.003239899,9.560620108,3.182900095,3.528180003,29.25984028,5.128419981
5.297739978,6.225680003,9.449400253,3.24100004,3.528180003,29.72630051,5.128419981
