Sponginess,Wonder level,Crunchiness,Loudness on impact,Meme creativity,Soap slipperiness,Hype root
10.05032023,2.890740097,7.560319839,0.468800012,3.275860085,13.49481992,-1.358860006
9.847799873,2.779520044,5.892020044,0.468800012,3.275860085,13.84507986,-2.774839883
9.444419823,2.557080039,3.446839962,0.292840002,3.174599905,13.37861963,-4.957739978
9.039379892,2.223419981,0.555119989,0.174979985,3.02188009,14.07914031,-7.494220171
9.392960386,2.668299992,-2.557379813,0.115220013,3.426920021,14.1953398,-11.09309975
9.343160038,2.668299992,0.443899986,0.115220013,3.476719973,14.66345991,-7.376360006
9.343160038,3.001959951,-8.784040089,0.174979985,3.629439986,15.01372065,-17.16869949
9.190440025,3.001959951,-10.8972197,0.292840002,3.426920021,14.66345991,-19.88114079
9.089180241,3.446839962,-13.45361963,0.410700018,3.679239938,15.01372065,-22.06404009
9.089180241,3.669280066,-16.01168024,0.528559985,3.577979956,14.7796594,-24.54242014
8.735599747,3.33561991,-18.79051989,0.704519995,3.377120068,14.54559975,-26.84318119
4.892700047,3.890060093,-25.12839962,0.822379999,2.870819957,14.66345991,-29.02441982
4.791439867,4.001279948,-26.68547916,0.940240003,2.668299992,14.7796594,-30.97160038
4.892700047,4.1125,-28.68744129,1.177620001,2.668299992,15.01372065,-33.03663952
5.399000158,3.001959951,-30.13163952,1.413339997,3.275860085,15.48017929,-34.62857891
5.853840041,4.891040168,-31.02140152,1.531199988,2.821020005,15.24611963,-35.98480114
5.804040089,5.447139835,-31.68871906,1.707159998,2.97207994,15.59638037,-37.16505871
6.056360006,5.892020044,-33.13457954,1.944540009,2.668299992,15.71424053,-38.46318119
6.106159959,4.779819918,-33.69068119,2.002639954,2.465780027,15.94663952,-39.11223927
5.500259943,5.224700127,-34.91410038,2.062399976,2.163659959,16.06449968,-39.76130051
4.94415988,4.779819918,-35.69098106,2.12050002,2.415979975,16.18070076,-40.17297916
4.741639915,5.78080019,-36.24707954,2.12050002,2.769559975,16.41476042,-40.41035858
4.539119949,5.224700127,-36.24707954,2.12050002,2.364520044,16.53095991,-40.41035858
4.539119949,5.224700127,-36.69195896,2.298120009,2.364520044,16.88122065,-40.64607891
4.437860165,5.447139835,-36.80318119,2.298120009,2.263259963,17.2314798,-40.70417866
4.235340002,4.779819918,-36.91440025,2.298120009,2.21346001,17.2314798,-40.76394066
4.286800032,4.891040168,-36.5807399,2.180260042,2.314719993,17.81580019,-40.46846149
4.539119949,4.779819918,-36.24707954,2.12050002,2.517239958,18.16605934,-40.17297916
4.489319997,5.113479877,-35.46853977,2.062399976,2.870819957,18.40012058,-39.46582134
4.388059816,5.224700127,-34.80288132,1.944540009,2.870819957,19.68495928,-38.69890152
4.437860165,4.446159959,-34.35799873,1.944540009,2.668299992,19.68495928,-38.10959911
4.741639915,4.223720052,-32.80091919,1.766920021,2.567040009,20.26762058,-36.98910038
4.134080019,1.556100014,-30.68774117,1.413339997,2.61850004,20.03522001,-34.33309975
4.388059816,4.223720052,-30.02042046,1.295480005,2.769559975,20.61787973,-33.92142109
4.64038013,3.558060014,-28.465,1.177620001,2.821020005,20.96814047,-31.20732071
4.741639915,3.558060014,-26.35181881,0.940240003,3.224400055,21.55245928,-30.44040089
4.437860165,3.669280066,-24.46108049,0.764279992,2.821020005,22.25298075,-28.2575
4.388059816,3.33561991,-22.23833933,0.646420001,2.719760022,22.25298075,-26.07626137
4.741639915,3.224400055,-19.6802803,0.468800012,2.92061991,22.6032399,-23.77550032
4.892700047,2.890740097,-17.12388037,0.350939996,3.02188009,22.01891951,-21.47473927
5.500259943,2.557080039,-12.45429924,0.174979985,2.769559975,22.13677967,-17.28655966
5.34753993,2.445859987,-11.67576026,0.115220013,2.668299992,22.95350063,-16.34201925
6.004900174,2.223419981,-8.56160038,0.055459991,3.174599905,22.37083933,-13.39385921
5.804040089,2.223419981,-5.449099984,0.115220013,2.769559975,22.37083933,-10.50213984
5.905299873,1.889760022,-2.557379813,-0.002639954,2.769559975,22.25298075,-7.671839962
5.905299873,2.000979975,-0.112200028,0.115220013,3.02188009,22.13677967,-5.311320076
5.804040089,2.000979975,1.222440006,0.174979985,2.769559975,22.13677967,-3.423899937
5.702779908,2.112200028,3.224400055,0.292840002,2.769559975,21.31839962,-1.418620028
5.601520123,2.112200028,4.1125,0.410700018,2.668299992,20.96814047,-0.298120009
5.601520123,2.000979975,4.891040168,0.468800012,2.517239958,20.26762058,0.350939996
5.297739978,2.000979975,5.224700127,0.468800012,2.517239958,20.38548075,1
5.196480193,1.889760022,5.66957994,0.468800012,2.21346001,20.26762058,1.295480005
5.399000158,2.668299992,7.893979797,1.059759997,2.21346001,20.15141951,3.418620028
5.448800111,3.113180003,8.450079861,1.413339997,2.263259963,19.91735985,3.890060093
5.601520123,3.113180003,8.89496007,1.471440015,2.263259963,19.45089962,4.243639994
5.550059896,3.224400055,8.89496007,1.531199988,2.21346001,18.86657923,4.243639994
5.955099826,3.446839962,9.338179607,1.589299982,2.465780027,18.75037973,4.243639994
5.955099826,3.33561991,9.117399778,1.471440015,2.465780027,18.04985985,4.125780027
5.550059896,3.224400055,8.672520361,1.471440015,2.415979975,17.2314798,4.00792006
5.399000158,3.001959951,8.227640152,1.413339997,2.21346001,17.1152803,3.890060093
5.297739978,2.779520044,7.893979797,1.295480005,2.263259963,17.1152803,3.714099984
5.04542006,2.890740097,7.671540089,1.295480005,2.21346001,16.99907923,3.596240017
4.489319997,2.557080039,7.115440025,1.295480005,1.961139994,16.76501957,3.596240017
10.05032023,5.558360085,11.2289203,1.295480005,1.961139994,16.6471594,3.536479995
8.584539614,3.446839962,11.56257986,1.531199988,2.61850004,16.41476042,4.00792006
8.533080177,3.669280066,11.89624022,1.589299982,2.769559975,15.83044003,4.303400016
8.483279829,3.890060093,12.00746007,1.825020015,2.61850004,15.83044003,4.656980114
8.431820393,4.001279948,12.00746007,1.884779987,2.821020005,15.48017929,4.598879972
8.230959911,3.778840041,11.78502036,1.944540009,2.769559975,14.89586048,4.361500158
8.129700127,3.558060014,11.34014015,1.589299982,2.517239958,14.89586048,4.243639994
8.028440342,3.778840041,11.56257986,1.825020015,2.61850004,14.42940025,4.42126018
7.976980114,3.778840041,11.0064798,1.884779987,2.567040009,14.1953398,3.949819918
7.927179766,3.669280066,9.894279671,1.825020015,2.517239958,14.1953398,3.005279908
7.825919981,3.446839962,10.67282023,1.589299982,2.517239958,14.1953398,3.831959951
7.875720329,3.778840041,11.34014015,1.825020015,2.465780027,13.72888037,4.481019807
7.976980114,4.001279948,10.67282023,2.002639954,2.567040009,13.72888037,3.772199929
