Sponginess,Wonder level,Crunchiness,Loudness on impact,Meme creativity,Soap slipperiness,Hype root
5.196480193,2.779520044,10.56160038,1.117860004,2.364520044,23.30375978,6.426540089
5.04542006,2.779520044,10.45037973,1.177620001,2.21346001,22.72110006,6.308679924
5.04542006,5.002260022,12.45234028,3.476719973,2.21346001,23.18756029,8.727300348
4.691839962,4.891040168,13.45331976,3.005279908,2.163659959,22.95350063,9.258499842
4.691839962,5.335919981,13.45331976,2.947179964,2.263259963,23.42161995,9.022780304
4.64038013,4.668600063,13.1196602,2.298120009,2.263259963,24.23833933,8.25585969
4.590580177,4.334940104,12.78599984,3.06503993,2.364520044,24.70479956,8.431820393
4.437860165,5.002260022,12.45234028,3.123140073,2.364520044,24.70479956,8.963019886
4.235340002,5.892020044,12.00746007,4.067680082,2.263259963,24.00427967,7.075600142
4.286800032,4.446159959,8.783740215,3.300760062,2.364520044,23.77188068,4.185540049
4.286800032,5.224700127,6.003239899,2.947179964,2.364520044,24.82265972,3.005279908
4.235340002,5.78080019,1.667320017,2.651700008,2.263259963,25.40698011,-1.300760062
4.691839962,5.66957994,-7.006179924,3.123140073,2.61850004,26.1075,-11.56453961
4.388059816,5.002260022,-8.784040089,3.182900095,2.668299992,26.33990057,-13.09838005
4.590580177,5.892020044,5.892020044,2.947179964,2.668299992,25.75723927,1.235720008
4.590580177,6.225680003,-16.67899937,2.651700008,2.61850004,26.22369949,-20.29448011
4.791439867,5.892020044,-11.45331976,3.300760062,2.719760022,26.22369949,-16.87322033
4.539119949,5.78080019,-10.67477999,2.415979975,2.61850004,25.63938068,-13.98316004
4.791439867,6.114460149,-19.56905966,3.831959951,2.61850004,25.98963984,-24.30669981
5.448800111,6.892999921,-16.90144066,3.536479995,2.870819957,26.69015972,-23.00858049
5.399000158,6.225680003,-18.67929924,3.949819918,2.97207994,26.92421938,-23.48001957
5.399000158,7.115440025,-19.4578406,4.243639994,2.61850004,27.50853977,-24.36479956
5.448800111,6.892999921,-20.79248043,3.831959951,2.465780027,27.975,-25.54506029
5.146679845,7.004220171,-21.79345991,4.834599905,2.415979975,28.20906124,-25.95674053
4.842900095,7.115440025,-23.23932039,4.716740136,2.61850004,28.32526073,-25.89864079
4.791439867,7.33788013,-17.90242014,4.656980114,2.567040009,28.44311932,-22.12380051
4.590580177,9.228619633,-25.90693939,6.250580177,2.821020005,29.49390152,-29.79133965
4.437860165,5.66957994,-13.45361963,3.949819918,2.668299992,28.20906124,-16.22416067
4.286800032,6.225680003,-21.23735985,3.596240017,2.668299992,28.09285858,-25.83887878
4.590580177,7.671540089,-26.12938068,4.303400016,2.870819957,28.55931881,-30.61802147
4.539119949,6.892999921,-20.34759943,4.00792006,2.61850004,29.49390152,-25.48529987
4.489319997,7.33788013,-24.01619949,4.774839883,2.668299992,29.02577904,-27.13700127
4.286800032,7.004220171,-21.34858049,3.831959951,2.567040009,30.54468056,-25.24957954
3.933219934,3.778840041,-1.001959951,3.772199929,2.415979975,30.07656124,-3.601520123
3.730699968,6.448120108,-15.45558018,4.656980114,2.364520044,32.41218056,-17.75800032
3.831959951,5.224700127,-10.34111963,3.300760062,2.364520044,31.36140152,-13.56982071
3.679239938,4.1125,-6.005199652,2.651700008,2.21346001,31.71165909,-8.614719696
3.730699968,5.558360085,-22.46078062,3.24100004,2.263259963,31.4792601,-26.2522197
3.679239938,5.447139835,-7.894279671,3.476719973,2.21346001,34.98186111,-10.2664203
3.933219934,3.890060093,-5.560319839,2.651700008,2.415979975,34.39753914,-8.850440025
4.185540049,3.33561991,-3.335919981,1.649060004,2.517239958,32.88029987,-6.904920139
3.933219934,3.558060014,-1.669280066,1.825020015,2.567040009,32.76244129,-5.902279987
5.095220013,3.558060014,-0.000979975,1.766920021,2.668299992,32.99649937,-5.311320076
4.791439867,4.001279948,-0.445859987,2.002639954,2.769559975,33.46295959,-4.780120187
4.94415988,3.778840041,6.892999921,1.884779987,2.719760022,31.36140152,2.887419941
5.04542006,3.778840041,8.005199652,1.944540009,2.821020005,30.66088005,4.125780027
5.752579861,4.1125,9.560620108,2.12050002,3.02188009,30.42681881,5.36580019
5.752579861,4.334940104,11.89624022,2.062399976,3.123140073,31.36140152,7.488939867
6.409940104,4.779819918,13.78698011,2.238359987,2.821020005,31.71165909,8.727300348
6.056360006,4.557379813,14.56551989,2.180260042,3.02188009,31.82952084,9.494220171
5.955099826,2.779520044,9.449400253,0.468800012,2.92061991,31.4792601,4.539119949
5.247940025,1.556100014,10.00550032,-0.356219953,2.668299992,31.82952084,5.541760101
5.448800111,2.557080039,10.22794003,0.704519995,2.769559975,31.82952084,5.895339804
5.34753993,2.668299992,10.56160038,0.704519995,2.769559975,30.31061932,6.250580177
5.399000158,2.557080039,11.45136001,0.704519995,2.821020005,30.31061932,6.957739978
5.34753993,2.557080039,11.11769965,0.704519995,2.719760022,29.61010101,6.897979956
5.804040089,2.668299992,12.00746007,0.704519995,2.870819957,30.19441982,7.193459911
6.360140152,2.668299992,12.11867992,0.646420001,2.517239958,29.72630051,7.253219934
