,Sponginess,Wonder level,Crunchiness,Loudness on impact,Meme creativity,Soap slipperiness,Hype root
0,5.871269965166667,5.169366730499999,11.136236755166665,2.7695600178333337,2.980379964833334,18.380200048333332,7.571275994199999
1,5.847199957000001,5.463265751857143,11.276585778714287,2.971842879428572,3.015239977714286,18.599794305714283,7.6361266174999995
2,5.791174982125001,5.5168600383749995,11.409652510125,3.0646250175000005,3.028727489625,18.603884963749998,7.5560514067142845
3,5.7531333297777785,5.509113349111111,11.476075572333334,3.0777666927777783,3.039217776666667,18.697997703333332,7.540192461499999
4,5.712573989800001,5.6363800208,11.5514579931,3.1885440284000004,3.02735799,18.901771923,7.580424408777778
5,5.72541635809091,5.770840021181818,11.805241828272727,3.1933127567272734,3.0499490895454544,19.28082531272727,7.6597539533
6,5.445027297090909,5.841616364090908,11.684061760090907,3.3701782099090907,2.9993945562727276,19.885970657272726,7.830733948499999
7,5.5047872832727265,5.882059983545455,11.81550355009091,3.3273200221818184,3.0131272956363633,20.225666938181817,7.789565924499999
8,5.560020001,5.791061813,11.835725413727273,3.241603655727273,3.013127295636364,20.3424706,7.6597539533
9,5.541609095090909,5.8517272600000005,11.845836381909093,3.1825982052727273,2.985661834909091,20.55479977272727,7.624395943500001
10,5.541609095090909,5.841616328181818,11.795281831,3.15045456,2.9809836503636364,20.85209072181818,7.6302059182
11,5.651923632545454,6.03357269409091,12.391674543636366,3.284461828818181,3.045270923,21.87117978,7.445779936818181
12,5.601369081363637,5.861687248727272,12.189456339181818,3.1235927311818177,3.077414550363636,22.09422336909091,7.188329050181817
13,5.6564509009999995,5.760578146363636,11.987238206454547,2.9734381849999996,3.0636818109999995,22.38095072818182,7.043607215363636
14,5.670334538454545,5.73024542290909,11.89624000009091,2.962723624545454,3.0544763579999996,22.614407081818182,6.909599940909089
15,5.661280001636364,5.649358148181817,11.795130897363634,2.8875708933636366,3.105030909181818,22.900983470909093,6.770159937181817
16,5.606198182,5.578581769363637,11.431138142818183,2.9198654367272727,3.0774145323636364,23.102598083636362,6.534138135454546
17,5.518821818909091,5.396585428181819,11.026701805545455,2.7589963480909088,3.0451199709999996,23.145154529090913,6.249976332818182
18,5.413034549909091,5.376363636454546,10.622265467636362,2.7751436198181816,3.0037708728181816,23.28308551454545,6.078241785636364
19,5.371534571545454,5.4673618070000005,10.55148905309091,2.8824399872727273,3.0452708871818186,23.66533824090909,6.008521765818182
20,5.357650934,5.497694530545455,10.430158086818182,2.941445437727273,3.0544763401818176,23.898794593636364,5.917372661090911
21,5.2748018393636364,5.528027254090909,10.420047118636361,3.054023627272727,3.0499490717272724,23.994320104545455,5.928087221454547
22,5.270123672727273,5.780799974181819,10.612154427727273,3.188181808909091,3.0407436187272725,24.280896493636362,6.153243564727274
23,5.279329143636363,5.91224180009091,10.693041738545455,3.2579018198181817,2.958045440181819,24.429391069999998,6.319545382636364
24,5.219569121454544,6.094238177181817,10.885148975818181,3.445481824454545,2.953367255636364,24.514352846363636,6.544701725818182
25,5.187425476181819,6.256012726636363,11.117699867636365,3.568774574454545,2.9488399692727274,24.61002918272727,6.8288635644545455
26,5.159809099363636,6.326789069545453,11.188476283090909,3.7512236820909095,2.8708199753636365,24.673712808181815,7.038023552090908
27,5.0816381712727265,6.448119999636362,11.512025382181816,3.954950958454546,2.8155872575454546,24.556909146363637,7.488487172545454
28,4.989734503818182,6.721114547454545,11.835574481272728,4.239263695181819,2.765032724272727,24.429390924545455,7.9335180637272735
