,Sponginess,Wonder level,Crunchiness,Loudness on impact,Meme creativity,Soap slipperiness,Hype root
0,6.5622449495,5.808605054499999,12.8133900325,3.1530200095000005,3.21194996825,19.8592601025,7.62132496825
1,6.2993839646,5.8030440815999995,12.607716098000001,3.1470440222000002,3.1639759626,19.917691983999998,7.571275994199999
2,5.871269965166667,5.169366730499999,11.136236755166665,2.7695600178333337,2.980379964833334,18.380200048333332,7.571275994199999
3,5.847199957000001,5.463265751857143,11.276585778714287,2.971842879428572,3.015239977714286,18.599794305714283,7.6361266174999995
4,5.269282862,5.463265751857143,10.736611391571428,3.174125733,2.913979995142857,18.649831327142856,7.606523318833332
5,5.218534293714285,5.399711436285714,10.673057075857143,3.0731028761428574,2.921094302428571,18.516319737142855,7.4787032825
6,5.225648572571429,5.4791543024285705,10.768388493000002,3.1912000251428574,2.921094302428571,18.53315690428571,7.469019991333333
7,5.247228591571428,5.749260002142857,11.229157140142858,3.2163371837142862,2.957377158857143,18.950291147142856,7.685373276666667
8,5.406114324,5.876368520142857,11.658148458714285,3.376408601,3.000774322428572,19.634211104285715,7.950696574666666
9,5.796214319571429,6.495785646285715,13.103771305714288,3.738762891285714,3.1667743337142857,21.55269674285714,7.926942753
10,5.825145743142857,6.209791395857144,13.056105654285716,3.4859685949999997,3.1233771701428568,21.83631962285714,7.741497079857142
11,5.839611426714285,6.209791395857143,12.897220035714286,3.300522879428571,3.0657514485714286,22.386965457142857,7.6909856372857135
12,5.810917128714285,6.241568553714285,12.786000068571427,3.241474290857142,3.0368199967142857,22.95421121857143,7.6909856372857135
13,5.753291407285714,5.860242829999999,12.515894368571427,2.9801428485714285,3.0152400059999995,23.120922662857144,7.362305656714285
14,5.652268522142857,5.606025680857142,11.880351438714285,2.8622828392857143,3.0583999875714283,23.020848394285714,6.898691389142857
15,5.601519953857143,5.335919981142857,11.213031521571432,2.550677122428571,3.0150028239999997,22.570514295714286,6.401639971000001
16,5.478679980428572,5.1611456981428585,10.799928640142856,2.500165679857143,2.9860714004285716,22.270054248571427,6.1403085428571424
17,5.384771430714286,5.256477114857143,10.704597110142858,2.6348628271428574,3.065514266571429,22.55367713,6.098334246285715
18,5.348725728142857,5.320031374,10.577488478714287,2.803471404571429,3.101559969142857,22.95397420714286,5.963399959285716
19,5.370305747142857,5.1770342487142855,10.450379847285713,2.7612599822857145,3.101559969142857,23.23759708714286,5.735979989571429
20,5.420817189714286,5.463028555714287,10.323271329142857,2.9384057057142856,3.101559969142857,23.771405754285713,5.777954229714287
