Sponginess,Wonder level,Crunchiness,Loudness on impact,Meme creativity,Soap slipperiness,Hype root
9.81045000775,3.58545000775,18.7063897575,0.70534999625,3.4526500355,38.1051507275,9.863154947249999
9.8179199808,3.5132400172,19.345655807999997,0.5873239996,3.3970400094,37.877564522,10.603431879799999
9.730216618999998,3.4465633481666664,19.827443235,0.5185999971666667,3.3682666836666666,37.745206966666665,11.195166508166665
9.710968524285715,3.3989371559999997,20.33046284285714,0.44413714700000007,3.376645731857143,37.55059181285714,11.693719966999998
9.804877074142857,3.351508573285714,21.442425731428575,0.25015429257142857,3.3982257225714285,37.216931911428574,12.789319939999999
10.166045703,3.3989371278571427,22.76070287857143,0.11522000200000002,3.383760010857143,36.86667163,13.968868505714285
10.577725717142856,3.6211399654285716,24.33319706142857,0.047871432,3.4487371369999997,36.516411348571424,15.123279941428573
11.292948638428571,3.9386742761428573,26.11224274142857,0.1320571472857143,3.528179975,36.24938816857143,16.378951275714286
11.899797213714285,4.351540003857143,28.09783991857143,0.2752914317142857,3.5713399847142853,35.99920238142857,17.634622835714286
12.600554338,5.002734301857143,30.131102860000002,0.5449228589999999,3.6436685437142855,35.665542478571425,18.999854255714286
13.265028634285715,5.574485733571429,32.05314583571429,0.8145542791428572,3.7086456697142856,35.41535669142857,20.280662832857143
13.893457115714286,5.9714628822857145,33.59386291714285,1.0590485619999999,3.737577093285714,35.21520815142857,21.34235146
14.153602745714284,6.321011476571428,35.22991152714285,1.2781685678571428,3.7446913721428565,35.04849693285714,22.581185739999995
14.362999864285714,6.670560042571429,36.42108026857143,1.6405228528571427,3.701294236714286,34.86494832142857,23.61773723714285
14.21834257714286,6.813557167857143,37.13582882428572,1.8428057171428573,3.6578971012857147,34.66479978285714,24.216048835714282
14.124434027142858,7.0359971592857145,37.247048792857136,2.095599993857143,3.6507828224285714,34.54788834714285,24.645751531428573
13.980014091428572,6.988331450857143,37.18349459142858,2.1375742762857146,3.636317110714286,34.44781430428571,24.797523041428573
13.72721981,6.845334325714286,37.08816306142858,2.112199992142857,3.5568742728571427,34.29770301285714,24.881945885714288
13.409211331428569,6.861222876428572,36.961054655714285,2.20492285,3.5568742728571427,34.16442866285714,24.924157195714283
13.163531384285713,6.924777135428572,36.62763176714286,2.2471342792857145,3.542408561142857,34.047517227142855,24.62085141571428
12.91808856285714,6.622894277714286,36.07176894142857,2.112199992142857,3.5281800032857147,33.964280124285715,24.24995995714286
12.773668627142857,6.543451411571428,35.54768344428572,2.0363142724285717,3.535294282142857,33.86420608142857,24.030839781428572
12.535340028571428,6.464008545285714,35.61123764571429,2.0194771344285716,3.571339984571428,33.71409479,24.089888484285716
12.369102835714287,6.543451354857142,35.595348755714284,2.112199985142857,3.5568742727142855,33.58058297428571,24.22458559
12.275194285714283,6.68644848,35.484128788571425,2.204922835857143,3.549759993714286,33.53054572714286,24.300471231428567
12.17417140142857,6.7023370871428565,35.56357142857143,2.213222827857143,3.5858057245714288,33.48027146571428,24.359519932857147
12.051331371428574,6.750002795571428,35.468239898571426,2.322782823714286,3.6292028598571426,33.38019697,24.494217262857145
11.813002772857143,7.1789942278571415,35.56357097714285,2.398668536428571,3.6507828505714284,33.263285534285714,24.721874414285715
11.632537021428574,7.655414186142857,35.674790945714285,2.752485682571429,3.585805724428571,33.14661111,25.03371739857143
11.560208491428572,7.8619655704285725,35.43646257428571,2.887419969571429,3.6076228691428573,33.04653661428571,24.848271555714287
11.386857075714287,8.004962752285715,35.05513690714286,2.9296314201428575,3.6365542927142855,33.013336758571434,24.62085164285714
11.206391324285715,8.179737035285715,34.848585408571424,3.1067771435714286,3.6725999952857142,33.013336758571434,24.61231444142857
10.989642744285714,8.51339705057143,34.499037068571425,3.0648028611428577,3.6147371198571427,32.93009965571429,24.68796307
10.838108472857144,8.576951366142856,34.14948872857143,3.098477151571429,3.6147371198571427,32.89666278714285,24.527891597142855
10.707916982571428,8.227402800142858,33.68872042142858,3.1070142975714288,3.6363171105714285,32.81318867142857,24.249722945714286
10.621122768285714,8.005199991,33.33917162857143,2.9637800184285714,3.6868285249999997,32.74631448428571,23.96325433
10.397259852571427,7.862202865857143,32.83073710285715,2.8456828694285714,3.6505456685714286,32.67967776142857,23.828320212857143
10.245488455285713,7.4332114335714286,32.227208512857146,2.634862862714286,3.621614245,32.59620364571428,23.221471637142855
10.166045589571427,7.0677743170000005,31.766677218571434,2.398905718714286,3.6939428039999993,32.46269228142857,22.74125744142857
10.028977002000001,6.654671435428571,31.337922800000005,2.289345722857143,3.6794770921428577,32.31258099142857,22.32009172142857
9.826694219571428,6.4798971524285705,30.797948412857146,2.205160004,3.636079956857143,32.19590656857143,21.999948772857145
9.805114313714286,6.511674310142857,30.305639790000004,2.1714857135714287,3.6216142451428572,32.11266946571429,21.688106015714286
9.588365733857142,6.321011476571428,29.84510849571429,2.045088558428571,3.614499966142857,31.979395114285715,21.308677354285717
9.544968683285715,6.273345768142858,29.607017137142854,1.977739991857143,3.621851399,31.86248367857143,21.12346875
9.443945798,6.273345768142858,29.622905574285713,2.070462849571429,3.628965678,31.72897231571429,21.359425865714286
9.212731534285714,6.273345768142858,28.971473981428574,1.944065705,3.5782171097142856,31.595460952857145,21.114931547142856
9.089891617571428,6.209791452571429,28.415374144285718,2.052163321666667,3.6144999661428563,31.461949588571432,20.701828552857144
9.039380118428571,6.098571428571428,28.145268444285716,1.8947399930000002,3.643431389714286,31.36187509285714,20.272125857142857
8.974402935714286,6.114459979285714,27.764179790000004,1.8258499976666671,3.715759976857143,31.244963657142858,19.817048565714284
8.974402935714286,5.892019987857144,26.985876804285716,1.668703334,3.8096685548571427,31.16148954142857,18.99131728
8.887845734142857,5.606025737428571,25.92157968,1.6587433303333334,3.8167828337142855,31.09485236571428,18.114837255714285
