,Sponginess,Wonder level,Crunchiness,Loudness on impact,Meme creativity,Soap slipperiness,Hype root
0,9.5954799545,2.6126900402500004,4.3635749585,0.35135500275,3.18705004125,13.69941493,-4.1464150095
1,9.5549760408,2.6238120306000003,2.9793840042,0.3041280048,3.2350240372,13.798599904,-5.5357519576000005
2,9.519673373666667,2.6312266908333335,2.5568033345,0.2726433395,3.2753066931666672,13.942743238333334,-5.842519965666667
3,9.494457182857143,2.684188585142857,0.9366828454285715,0.2586914317142857,3.325897163571429,14.095740011428571,-7.460545612
4,9.37161715357143,2.700077135714286,-1.7001085172857147,0.23355428742857143,3.3474771544285713,14.262688581428572,-10.106585724
5,9.26324292042857,2.7954085525714283,-4.463771327857144,0.22525428828571428,3.4051028477142857,14.429637265714286,-12.862185753571428
6,9.212494408714287,2.9542942707142856,-7.243559928142858,0.25892857157142857,3.4627285692857135,14.629785804285714,-15.659997205285714
7,9.169097245142856,3.1131799748571427,-10.007222768,0.3345771444285714,3.5134771375714284,14.696422867142855,-18.424134493714288
8,8.526202911,3.2877171321428564,-13.231654168999999,0.43559999957142853,3.434034271285714,14.763297168571427,-20.98575164657143
9,7.875957172285715,3.4781428401428576,-17.107279761285714,0.5534599981428571,3.3185457025714293,14.779897095714286,-24.35650027142857
10,7.2401771735714275,3.636791418571429,-19.95062279,0.6966942861428571,3.1812399891428575,14.779897095714286,-26.623348847142857
11,6.698542906857142,3.6367914185714283,-22.69839705,0.856765714,3.159659998285715,14.896571292857141,-28.73012572142857
12,6.236351449714285,3.8431057337142858,-25.208080177142858,1.0168371382857144,3.037057150714286,14.929771147142857,-30.71880587142857
13,5.7670457137142845,4.0970857007142865,-27.447657151428576,1.1852085687142857,2.9505000055714286,15.046445571428572,-32.52203995285714
14,5.384297179285714,4.462285719857142,-29.496808530000003,1.362354285,2.8492399947142855,15.213394254285715,-34.182039952857146
15,5.557648595285714,4.589394266285715,-30.719991611428572,1.53096285,2.7913771475714286,15.39670562714286,-35.62315701714286
16,5.658908606142857,4.764168577571428,-31.895508928571427,1.6912714175714285,2.7192857142857143,15.58025423857143,-36.87882846428572
17,5.666260010857143,4.859499994428572,-32.89601461,1.825968563142857,2.683239997571428,15.746965682857141,-37.89830555571429
18,5.5723514047142855,5.256477171428572,-33.769648898571425,1.9269914235714285,2.6109114104285713,15.88047727285714,-38.72427408
19,5.384534248714284,5.304142879857143,-34.516174330000005,2.011177142428571,2.545697130285714,16.064025884285716,-39.35649657142857
20,5.20383137157143,5.272365778714286,-35.23092288714286,2.095600001142857,2.4589028594285716,16.247574495714286,-39.85378517142858
21,4.972617108571429,5.208811463142857,-35.75500883714285,2.146111429714286,2.4010399981428567,16.464322962857146,-40.173927667142856
22,4.705357114714286,5.208811463142857,-36.21554013142857,2.188322866142857,2.364994281428571,16.647871574285716,-40.409885008571436
23,4.532005698857143,5.161145754714285,-36.453631491428574,2.2051600184285713,2.386574286285714,16.898057361428574,-40.510908005714285
24,4.474142851571428,5.161145754714285,-36.53307413142857,2.2051600184285713,2.401039998142857,17.18168001571429,-40.510908005714285
25,4.438097149,5.065814281428572,-36.42185416428572,2.196860012142857,2.4155057098571433,17.465302895714284,-40.37597411428572
26,4.416517130000001,5.065814281428572,-36.21554013285714,2.1717228677142857,2.487834268857143,17.915874234285713,-40.13148024857143
27,4.402051446571429,4.954594257428572,-35.88211724285714,2.1212114391428574,2.5312314042857147,18.316408324285714,-39.76912599142857
28,4.445448553714285,4.779820002714286,-35.31036552857143,2.045325726571429,2.574628553714286,18.75014272142857,-39.23840052285714
29,4.430982841857143,4.319288587857143,-34.42084280285714,1.9189285820000002,2.6324914151428573,19.150677037142856,-38.31970896428571
30,4.445448525285713,4.223957142714286,-33.48365431142857,1.7925314338571428,2.6974685554285713,19.55097411428571,-37.38441747857143
31,4.459914265428571,4.049420013571429,-32.371928662857144,1.6578342882857142,2.740865705,19.951271418571427,-36.10360912857143
32,4.495959968,3.827217176,-31.069539954285716,1.4975257207142856,2.7913771475714286,20.401605518571426,-34.81426335
33,4.503074303571429,3.6050143101428564,-29.59213983571428,1.3289171468571428,2.784262868714286,20.76846572857143,-33.32263456142857
34,4.495959968,3.4463657317142853,-27.860759921428574,1.1434714314285714,2.7916143015714283,21.13532593857143,-31.603586312857143
35,4.495959968,3.303605732142857,-25.986382937142857,0.9580257158571428,2.8421257159999995,21.468985841428573,-29.71592916142857
36,4.604334257714285,3.494268601142857,-24.048688537142855,0.8062542871428572,2.899751437428571,21.752371484285714,-27.879020521428572
37,4.763219990142858,3.256177170714285,-21.539242648571427,0.6461828557142857,2.899751437428571,21.969357190000004,-25.502611745714283
38,4.864242818714286,3.097291452571428,-19.140779828571425,0.49441142885714295,2.877934292714286,22.252980070000003,-23.37899725142857
39,5.04470857,2.9066285907142855,-16.59932005285714,0.3680142842857143,2.870819985571429,22.369891505714286,-20.943777011428573
40,5.239877130571428,2.70007715,-13.883322837714285,0.2752914301428572,2.8634685527142856,22.386728445714283,-18.407296988571428
41,5.456625710142856,2.493525737428572,-11.071757192428572,0.18256857942857144,2.870582831714285,22.386728445714283,-15.778093930285715
42,5.6228628469999995,2.318751440285715,-8.276317153571428,0.13205715099999998,2.8850485717142855,22.320091270000002,-13.140353895428573
43,5.753054281571428,2.1916428514285715,-5.6554142427142855,0.10692000657142857,2.849002841,22.336928435714288,-10.561662562142857
44,5.781985705142857,2.1280885641428573,-3.4156000577142858,0.12375715185714285,2.849002841,22.220017000000002,-8.294814043285715
45,5.8182685898571425,2.0804228557142856,-1.1601343062857141,0.16596858114285715,2.8490028410000003,21.93639412,-6.002828437428572
46,5.760642868285714,2.048645712,0.7616714862857142,0.22501715557142857,2.7550942771428573,21.63593429857143,-4.039285693714286
47,5.688314281000001,2.0168685682857146,2.2865000735714287,0.275528584,2.7190485604285715,21.352311644285717,-2.9621433360000005
48,5.587054326714286,2.0168685682857146,3.461780038285714,0.3428771505714286,2.639605708285714,21.068688762857143,-1.4675900081666666
49,5.5147257960000005,2.1121999992857146,4.605520013285714,0.477811434,2.5241171254285715,20.785065882857143,-0.012599990833333333
50,5.4639772277142855,2.2710857175714287,5.638039992571429,0.6547200071428572,2.451788552285714,20.468005908571428,1.2063933475
51,5.449511544142857,2.414082856857143,6.448119994714285,0.8230914375714286,2.3794599791428572,20.201220194285717,2.1501033511666665
52,5.442160083142857,2.572968575,7.131328576142857,0.9831628618571429,2.314482838857143,19.90099716,2.9070633516666664
53,5.492671469285715,2.7795200017142854,7.766634210285714,1.143234286142857,2.307131420142857,19.684248467142854,3.555846684666666
54,5.586580019,2.9701828495714286,8.322734160428572,1.2864685722857143,2.2997800014285716,19.350588338571423,3.6372657335714282
55,5.637091405142857,3.1608457114285717,8.751725649142857,1.4297028584285716,2.3287114250000003,18.91685394142857,4.02475717
56,5.637091405142857,3.208511419857143,8.799391414142857,1.4802142870000001,2.3287114249999994,18.48311976857143,4.0921057507142855
57,5.615511386142858,3.1608457114285713,8.719948547857141,1.463377145285714,2.3287114250000003,18.082822689999997,4.066968592285714
58,5.53606852,3.129068582,8.545174264857142,1.438240001,2.321597146,17.73256263428571,3.974482881285714
59,5.384534248714286,3.0337371511428572,8.290957115571427,1.4045657177142856,2.2855514294285713,17.432339825714283,3.881997170285714
60,5.969565734999999,3.3353828830000003,8.561062928857142,1.3625914352857145,2.213459996142857,17.131879778571427,3.7809743132857148
61,6.345199990428571,3.351271461857143,8.910374369142856,1.3711285742857144,2.235277140857143,16.89829414571428,3.7641371751428574
62,6.771345744857143,3.4148257491428566,9.370905777571428,1.3879657124285711,2.2857885694285716,16.698145607142855,3.8063485974285713
63,7.2119571264285725,3.541697198,9.910880051571427,1.4467771435714287,2.343651430857143,16.51459699714286,3.9159086004285717
64,7.6596829,3.7162343271428573,10.498520090571429,1.5309628552857144,2.423331436857143,16.28101113857143,4.042305741571428
